domain,count,url,status_code
siouxfalls.data.socrata.com,17,http://siouxfalls.data.socrata.com,0
data.urbanaillinois.us,46,http://data.urbanaillinois.us,0
dcwater-opendata.socrata.com,40,https://dcwater-opendata.socrata.com/,200
data.cityofberkeley.info,77,https://data.cityofberkeley.info/,200
berkeleyperformance.demo.socrata.com,0,http://berkeleyperformance.demo.socrata.com,0
data.sunshinecoast.qld.gov.au,200,https://data.sunshinecoast.qld.gov.au/,200
noaa-fisheries-nwfsc.data.socrata.com,138,http://noaa-fisheries-nwfsc.data.socrata.com,0
bythenumbers.sco.ca.gov,90,http://bythenumbers.sco.ca.gov,0
results.livewellsd.org,171,http://results.livewellsd.org,403
erieco.data.socrata.com,6,https://erieco.data.socrata.com/,200
pleasantonpd.data.socrata.com,5,https://pleasantonpd.data.socrata.com/,200
miramarfl.data.socrata.com,0,http://miramarfl.data.socrata.com,0
internal-sandiegocounty.data.socrata.com,501,https://internal-sandiegocounty.data.socrata.com/login,200
data.oaklandca.gov,680,http://data.oaklandca.gov,0
texas-itcollab.data.socrata.com,0,http://texas-itcollab.data.socrata.com,0
data.cdc.gov,512,https://data.cdc.gov/,200
champaignil.data.socrata.com,3,https://champaignil.data.socrata.com/,200
dedhamma.data.socrata.com,2,https://dedhamma.data.socrata.com/,200
data.honolulu.gov,269,https://data.honolulu.gov/,200
data.maryland.gov,0,https://data.maryland.gov/login,200
greenfield-ma.data.socrata.com,2,https://greenfield-ma.data.socrata.com/,200
data.commerce.gov,45,https://data.commerce.gov/,200
lynnwoodwa.data.socrata.com,3,https://lynnwoodwa.data.socrata.com/,200
citystaug.data.socrata.com,6,https://citystaug.data.socrata.com/,200
highriskregions.auditor.ca.gov,197,https://highriskregions.auditor.ca.gov/,200
data.acgov.org,323,https://data.acgov.org/,200
coa-internal.demo.socrata.com,18,https://coa-internal.demo.socrata.com/login,200
youth-development-index-cs.demo.socrata.com,8,https://youth-development-index-cs.demo.socrata.com/,200
bridgeportct.data.socrata.com,6,https://bridgeportct.data.socrata.com/,200
gallatincomt.data.socrata.com,4,https://gallatincomt.data.socrata.com/,200
k3sheriff.data.socrata.com,0,https://k3sheriff.data.socrata.com/,200
claytonmo.data.socrata.com,0,https://claytonmo.data.socrata.com/,200
newportbeachca-portal.data.socrata.com,0,https://newportbeachca-portal.data.socrata.com/,200
data.lcb.wa.gov,59,https://data.lcb.wa.gov/,200
northmiamifl.data.socrata.com,3,https://northmiamifl.data.socrata.com/,200
montrosecounty.data.socrata.com,1,https://montrosecounty.data.socrata.com/,200
miami.demo.socrata.com,5,http://miami.demo.socrata.com,0
data.ny.gov,1187,https://data.ny.gov/,200
data.cms.gov,1032,https://data.cms.gov/,200
www.thedatazone.ca,54,http://www.thedatazone.ca,0
data.cityoforlando.net,57,https://data.cityoforlando.net/,200
rosevillepd.data.socrata.com,8,https://rosevillepd.data.socrata.com/,200
hickorync.data.socrata.com,2,http://hickorync.data.socrata.com,0
hindscountysd.data.socrata.com,1,https://hindscountysd.data.socrata.com/,200
henderson-performance-scgc.data.socrata.com,5,https://henderson-performance-scgc.data.socrata.com/,200
open-data-demo.mtc.ca.gov,0,https://open-data-demo.mtc.ca.gov/,200
data.princeedwardisland.ca,208,https://data.princeedwardisland.ca/,200
data.mesaaz.gov,21,https://data.mesaaz.gov/,200
results.iowa.gov,0,https://results.iowa.gov/,200
impact.stlouisco.com,137,https://impact.stlouisco.com/,200
plan-finder.data.medicare.gov,45,http://plan-finder.data.medicare.gov,0
data.smgov.net,89,https://data.smgov.net/,200
wicomicocountymd.data.socrata.com,0,https://wicomicocountymd.data.socrata.com/,200
ptsd-va.data.socrata.com,53,https://ptsd-va.data.socrata.com/,200
finances.worldbank.org,2179,https://finances.worldbank.org/,200
farmersbranchtx.data.socrata.com,1,https://farmersbranchtx.data.socrata.com/,200
mahoningcounty.data.socrata.com,7,https://mahoningcounty.data.socrata.com/,200
bis.data.commerce.gov,2,https://bis.data.commerce.gov/,200
amopen.amo.on.ca,99,https://amopen.amo.on.ca/,200
